"Request For Coupon","Request For Coupon"
"Request","Request"
"Close","Close"
"Name","Name"
"Email","Email"
"Comment","Comment"
"Enter your Name","Enter your Name"
"Enter your email address","Enter your email address"
"Invalid email address","Invalid email address"
"Enter the comment","Enter the comment"
